global_step,episode,type,actor_loss,critic_loss,reward,avg_recent_reward,fell,seq_len,note,time
383,62,update,0.07816392928361893,0.32390305399894714,-2.649632215499878,-2.5680057525634767,False,35,Qμ=-0.080 Rμ=-0.067 Qrng=0.529; buffer=175,2025-08-25T02:14:00
384,67,update,0.0807105004787445,0.16646089404821396,-2.630479097366333,-2.624457311630249,False,35,Qμ=-0.080 Rμ=-0.082 Qrng=0.400; buffer=175,2025-08-25T02:14:01
385,72,update,0.08160974085330963,0.018765075132250786,-2.8342645168304443,-2.742191934585571,False,35,Qμ=-0.085 Rμ=-0.071 Qrng=0.225; buffer=175,2025-08-25T02:14:03
386,77,update,0.06821919232606888,0.022286315448582172,-2.892688512802124,-2.9355172634124758,False,35,Qμ=-0.065 Rμ=-0.086 Qrng=0.169; buffer=175,2025-08-25T02:14:04
387,82,update,0.04973948001861572,0.02995898760855198,-3.0951623916625977,-3.0184828281402587,False,35,Qμ=-0.047 Rμ=-0.080 Qrng=0.311; buffer=175,2025-08-25T02:14:05
388,87,update,0.08083746582269669,0.261324867606163,-3.157229423522949,-3.0732500076293947,False,35,Qμ=-0.074 Rμ=-0.106 Qrng=0.162; buffer=175,2025-08-25T02:14:06
389,92,update,0.08866988867521286,0.11021415144205093,-2.7565059661865234,-2.7445582866668703,False,35,Qμ=-0.087 Rμ=-0.087 Qrng=0.828; buffer=175,2025-08-25T02:14:07
390,97,update,0.0957655981183052,0.28188545256853104,-2.611478567123413,-2.611602306365967,False,35,Qμ=-0.091 Rμ=-0.083 Qrng=0.273; buffer=175,2025-08-25T02:14:08
391,102,update,0.09996914863586426,0.20731627941131592,-2.6462507247924805,-2.645828914642334,False,35,Qμ=-0.101 Rμ=-0.066 Qrng=0.527; buffer=175,2025-08-25T02:14:10
392,107,update,0.10194140672683716,0.04713643528521061,-2.2975614070892334,-2.458227777481079,False,35,Qμ=-0.104 Rμ=-0.112 Qrng=0.660; buffer=175,2025-08-25T02:14:11
393,112,update,0.08028344810009003,0.07455121725797653,-2.240161180496216,-2.2493306159973145,False,35,Qμ=-0.080 Rμ=-0.057 Qrng=0.384; buffer=175,2025-08-25T02:14:12
394,117,update,0.08350616693496704,0.04792380891740322,-1.5260379314422607,-1.558005928993225,False,35,Qμ=-0.085 Rμ=-0.027 Qrng=0.782; buffer=175,2025-08-25T02:14:14
395,23,update,0.07102742791175842,0.018546119332313538,-0.5351912379264832,-0.4781991183757782,False,35,Qμ=-0.074 Rμ=-0.016 Qrng=0.775; buffer=175,2025-08-25T02:53:17
396,28,update,0.07673782855272293,0.02713384199887514,-0.5101107358932495,-0.4681514620780945,False,35,Qμ=-0.086 Rμ=0.000 Qrng=0.284; buffer=175,2025-08-25T02:53:18
397,33,update,0.07410480827093124,0.08829480409622192,0.058779068291187286,-0.2039518252015114,False,35,Qμ=-0.075 Rμ=-0.005 Qrng=0.894; buffer=175,2025-08-25T02:53:20
398,38,update,0.07338761538267136,0.008653826545923948,0.19961737096309662,0.16772243678569793,False,35,Qμ=-0.078 Rμ=-0.011 Qrng=0.299; buffer=175,2025-08-25T02:53:21
399,43,update,0.03265686705708504,0.1863574981689453,0.10262095928192139,0.1038794457912445,False,35,Qμ=-0.039 Rμ=0.021 Qrng=1.051; buffer=175,2025-08-25T02:53:23
400,48,update,0.05929512158036232,0.08799365162849426,0.042139600962400436,0.03176242671906948,False,35,Qμ=-0.061 Rμ=0.002 Qrng=0.436; buffer=175,2025-08-25T02:53:24
401,53,update,0.047021109610795975,0.004541256232187152,0.07811035215854645,0.0972511500120163,False,35,Qμ=-0.051 Rμ=-0.004 Qrng=0.222; buffer=175,2025-08-25T02:53:26
402,58,update,0.042961400002241135,0.3708495497703552,-0.008023712784051895,0.009581764787435531,False,35,Qμ=-0.042 Rμ=-0.012 Qrng=0.719; buffer=175,2025-08-25T02:53:27
403,63,update,0.02484424225986004,0.018081361893564463,0.010208602994680405,0.07211069762706757,False,35,Qμ=-0.035 Rμ=-0.008 Qrng=0.534; buffer=175,2025-08-25T02:53:29
404,68,update,0.009623895399272442,0.026264903135597706,0.03362042456865311,0.009977618604898453,False,35,Qμ=-0.013 Rμ=-0.001 Qrng=1.074; buffer=175,2025-08-25T02:53:30
405,73,update,-0.001450320123694837,0.06796752102673054,0.14152811467647552,0.06700857020914555,False,35,Qμ=-0.006 Rμ=-0.014 Qrng=0.372; buffer=175,2025-08-25T02:53:32
406,78,update,0.001862982870079577,0.09576506540179253,0.30076125264167786,0.29867604076862336,False,35,Qμ=-0.007 Rμ=0.021 Qrng=0.578; buffer=175,2025-08-25T02:53:33
407,83,update,0.03575725480914116,0.11796807125210762,0.0436667837202549,0.16863721311092378,False,35,Qμ=-0.039 Rμ=0.028 Qrng=0.660; buffer=175,2025-08-25T02:53:35
408,88,update,0.017568906769156456,0.09845665842294693,-0.24525827169418335,-0.04949103444814682,False,35,Qμ=-0.016 Rμ=-0.020 Qrng=0.470; buffer=175,2025-08-25T02:53:36
409,93,update,0.0034758399706333876,0.06022910960018635,0.20432355999946594,0.06585257351398469,False,35,Qμ=-0.003 Rμ=0.005 Qrng=1.020; buffer=175,2025-08-25T02:53:38
410,98,update,0.02596772275865078,0.08973360434174538,0.33539867401123047,0.27634410858154296,False,35,Qμ=-0.020 Rμ=0.041 Qrng=0.245; buffer=175,2025-08-25T02:53:39
411,103,update,-0.006390924099832773,0.029807858169078827,0.16042274236679077,0.2528726816177368,False,35,Qμ=0.001 Rμ=0.012 Qrng=0.550; buffer=175,2025-08-25T02:53:41
412,108,update,0.015447649173438549,0.07692541740834713,-0.08354095369577408,-0.019786474108695985,False,35,Qμ=-0.016 Rμ=-0.015 Qrng=0.380; buffer=175,2025-08-25T02:53:42
413,113,update,0.002304553985595703,0.12377242371439934,0.1047605648636818,0.05799958221614361,False,35,Qμ=-0.006 Rμ=-0.021 Qrng=0.701; buffer=175,2025-08-25T02:53:44
414,118,update,-0.008207857608795166,0.03078177571296692,0.36205345392227173,0.22383869290351868,False,35,Qμ=0.003 Rμ=0.004 Qrng=0.586; buffer=175,2025-08-25T02:53:45
415,24,update,0.017655065283179283,0.2511492744088173,0.3059789836406708,0.2543897248804569,False,35,Qμ=-0.025 Rμ=0.024 Qrng=0.653; buffer=175,2025-08-25T04:23:12
416,29,update,-0.004096540156751871,0.36278752982616425,-0.013668741099536419,0.05213925056159496,False,35,Qμ=0.004 Rμ=0.026 Qrng=0.157; buffer=175,2025-08-25T04:23:13
417,34,update,0.009320405311882496,0.018900437746196985,-0.700344979763031,-0.17804233729839325,False,35,Qμ=-0.012 Rμ=-0.033 Qrng=1.007; buffer=175,2025-08-25T04:23:15
418,39,update,-0.01566784270107746,0.035257210955023766,-2.0025274753570557,-1.604155421257019,False,35,Qμ=0.017 Rμ=-0.020 Qrng=0.599; buffer=175,2025-08-25T04:23:16
419,44,update,-0.008162081241607666,0.11112885549664497,-2.2406258583068848,-1.6145419836044312,False,35,Qμ=0.005 Rμ=-0.025 Qrng=0.790; buffer=175,2025-08-25T04:23:18
420,49,update,-0.013484418392181396,0.13483981788158417,-2.0783212184906006,-2.1231843709945677,False,35,Qμ=0.017 Rμ=-0.084 Qrng=1.053; buffer=175,2025-08-25T04:23:19
421,54,update,0.009456053376197815,0.03393643908202648,-2.031965970993042,-1.8425669908523559,False,35,Qμ=-0.006 Rμ=-0.038 Qrng=0.378; buffer=175,2025-08-25T04:23:21
422,59,update,-0.00035330653190612793,0.014897361397743225,-1.2866301536560059,-1.8410609483718872,False,35,Qμ=0.007 Rμ=-0.069 Qrng=1.023; buffer=175,2025-08-25T04:23:23
423,64,update,0.01817869208753109,0.06657030805945396,-2.093181610107422,-1.794899344444275,False,35,Qμ=-0.014 Rμ=-0.039 Qrng=0.354; buffer=175,2025-08-25T04:23:24
424,69,update,0.025358298793435097,0.020842591300606728,-1.4775253534317017,-1.869834566116333,False,35,Qμ=-0.019 Rμ=-0.077 Qrng=1.001; buffer=175,2025-08-25T04:23:26
425,74,update,0.03699425235390663,0.05595131032168865,-2.2516238689422607,-1.9306598901748657,False,35,Qμ=-0.032 Rμ=-0.035 Qrng=0.341; buffer=175,2025-08-25T04:23:27
426,79,update,0.03748438507318497,0.2036924809217453,-1.952706217765808,-2.1032458543777466,False,35,Qμ=-0.029 Rμ=-0.051 Qrng=0.334; buffer=175,2025-08-25T04:23:29
427,84,update,0.05640418455004692,0.06799504905939102,-2.105879306793213,-2.022047781944275,False,35,Qμ=-0.049 Rμ=-0.051 Qrng=1.247; buffer=175,2025-08-25T04:23:30
428,89,update,0.03469005227088928,0.03919778112322092,-1.0378773212432861,-1.323154830932617,False,35,Qμ=-0.031 Rμ=-0.034 Qrng=0.704; buffer=175,2025-08-25T04:23:32
429,94,update,0.03931255638599396,0.007461235160008073,0.4624456465244293,0.6991295397281647,False,35,Qμ=-0.038 Rμ=0.023 Qrng=0.240; buffer=175,2025-08-25T04:23:33
430,99,update,0.047085296362638474,0.2236977368593216,0.11674579977989197,0.23754029273986815,False,35,Qμ=-0.042 Rμ=-0.015 Qrng=0.517; buffer=175,2025-08-25T04:23:34
431,104,update,0.03767319396138191,0.10079122707247734,0.024458128958940506,-0.012653768062591553,False,35,Qμ=-0.030 Rμ=-0.026 Qrng=0.738; buffer=175,2025-08-25T04:23:36
432,109,update,0.04548067972064018,0.07596848160028458,-0.016430381685495377,-0.004400763288140297,False,35,Qμ=-0.039 Rμ=-0.032 Qrng=0.758; buffer=175,2025-08-25T04:23:37
433,114,update,0.03350893780589104,0.09142119437456131,0.10004522651433945,0.046107249706983565,False,35,Qμ=-0.032 Rμ=-0.019 Qrng=0.266; buffer=175,2025-08-25T04:23:38
434,119,update,0.03764187917113304,0.019794147461652756,0.23257315158843994,0.10916246175765991,False,35,Qμ=-0.040 Rμ=0.015 Qrng=0.530; buffer=175,2025-08-25T04:23:40
435,25,update,0.04845437407493591,0.40013542771339417,-0.806247889995575,-0.3083845913410187,False,35,Qμ=-0.046 Rμ=-0.072 Qrng=0.327; buffer=175,2025-08-25T04:45:28
436,30,update,0.038358043879270554,0.029029973782598972,-1.4831359386444092,-1.4768523454666138,False,35,Qμ=-0.039 Rμ=-0.065 Qrng=1.262; buffer=175,2025-08-25T04:45:35
435,25,update,0.035375628620386124,0.08776962012052536,-0.806247889995575,-0.3083845913410187,False,35,Qμ=-0.042 Rμ=-0.009 Qrng=0.412; buffer=175,2025-08-25T04:45:55
436,30,update,0.0534980483353138,0.14375880360603333,-1.7787152528762817,-1.5208225011825562,False,35,Qμ=-0.061 Rμ=-0.010 Qrng=1.307; buffer=175,2025-08-25T04:45:56
437,35,update,0.03561178967356682,0.051503390073776245,-2.0711426734924316,-2.047560429573059,False,35,Qμ=-0.036 Rμ=-0.076 Qrng=1.501; buffer=175,2025-08-25T04:45:57
438,40,update,0.036773230880498886,0.08799073845148087,-1.8038722276687622,-1.86125648021698,False,35,Qμ=-0.038 Rμ=-0.037 Qrng=0.160; buffer=175,2025-08-25T04:45:58
439,45,update,0.017996272072196007,0.24034440517425537,-1.9869420528411865,-1.9709483146667481,False,35,Qμ=-0.014 Rμ=-0.044 Qrng=0.553; buffer=175,2025-08-25T04:46:00
440,50,update,0.05052415654063225,0.08167655766010284,-2.214118003845215,-2.2759219646453857,False,35,Qμ=-0.045 Rμ=-0.075 Qrng=1.102; buffer=175,2025-08-25T04:46:01
441,55,update,0.041477564722299576,0.08879297971725464,-2.424501419067383,-2.4683021545410155,False,35,Qμ=-0.036 Rμ=-0.067 Qrng=0.775; buffer=175,2025-08-25T04:46:02
442,60,update,0.030506780371069908,0.0026051983004435897,-1.5676064491271973,-1.7395092010498048,False,35,Qμ=-0.025 Rμ=-0.049 Qrng=0.966; buffer=175,2025-08-25T04:46:03
443,65,update,0.05125610902905464,0.19990506023168564,-1.9622271060943604,-1.8408126831054688,False,35,Qμ=-0.055 Rμ=-0.035 Qrng=0.274; buffer=175,2025-08-25T04:46:05
444,70,update,0.044854503124952316,0.13708871230483055,-2.3273611068725586,-2.197728967666626,False,35,Qμ=-0.047 Rμ=-0.037 Qrng=0.499; buffer=175,2025-08-25T04:46:06
445,75,update,0.03609229251742363,0.1589886024594307,-2.295423746109009,-2.233533763885498,False,35,Qμ=-0.031 Rμ=-0.099 Qrng=0.423; buffer=175,2025-08-25T04:46:08
446,80,update,0.054543185979127884,0.009458512300625443,-1.5004829168319702,-2.29639151096344,False,35,Qμ=-0.051 Rμ=-0.055 Qrng=0.337; buffer=175,2025-08-25T04:46:09
447,85,update,0.05297992751002312,0.18164990842342377,-1.7520657777786255,-1.701655673980713,False,35,Qμ=-0.048 Rμ=-0.095 Qrng=0.571; buffer=175,2025-08-25T04:46:10
448,90,update,0.057557206600904465,0.013030091300606728,-0.174933061003685,-1.039482268691063,False,35,Qμ=-0.057 Rμ=-0.010 Qrng=1.037; buffer=175,2025-08-25T04:46:12
449,95,update,0.06523355841636658,0.058718059211969376,0.4600831866264343,0.16922437027096748,False,35,Qμ=-0.062 Rμ=-0.002 Qrng=0.422; buffer=175,2025-08-25T04:46:13
450,100,update,0.05938524380326271,0.10808635875582695,0.429388165473938,0.4502781510353088,False,35,Qμ=-0.065 Rμ=0.013 Qrng=0.137; buffer=175,2025-08-25T04:46:14
451,105,update,0.032164182513952255,0.0619893092662096,0.725749671459198,0.6146558880805969,False,35,Qμ=-0.037 Rμ=0.014 Qrng=0.864; buffer=175,2025-08-25T04:46:16
452,110,update,0.05059947445988655,0.22507821768522263,0.5964664816856384,0.7713118672370911,False,35,Qμ=-0.057 Rμ=0.033 Qrng=0.183; buffer=175,2025-08-25T04:46:17
453,115,update,0.043538790196180344,0.1593863144516945,0.7521933913230896,0.6828799605369568,False,35,Qμ=-0.051 Rμ=0.028 Qrng=1.018; buffer=175,2025-08-25T04:46:18
454,120,update,0.05972790718078613,0.15128342062234879,0.28389471769332886,0.34608384072780607,False,35,Qμ=-0.059 Rμ=0.001 Qrng=0.923; buffer=175,2025-08-25T04:46:20
455,26,update,0.051511794328689575,0.14512021094560623,-0.4060767590999603,0.15837841629981994,False,35,Qμ=-0.057 Rμ=0.021 Qrng=0.292; buffer=175,2025-08-25T04:58:42
456,31,update,0.029194971546530724,0.0323416106402874,0.31979697942733765,0.012323117256164551,False,35,Qμ=-0.034 Rμ=-0.010 Qrng=0.874; buffer=175,2025-08-25T04:58:49
457,36,update,0.029662003740668297,0.15821357816457748,0.28202250599861145,0.31538535058498385,False,35,Qμ=-0.031 Rμ=0.012 Qrng=1.158; buffer=175,2025-08-25T04:58:57
458,41,update,0.04586877301335335,0.17890359461307526,0.42160412669181824,0.4231707215309143,False,35,Qμ=-0.044 Rμ=-0.025 Qrng=0.406; buffer=175,2025-08-25T04:59:04
459,46,update,0.04802994802594185,0.33510804176330566,0.4886683523654938,0.4174876868724823,False,35,Qμ=-0.050 Rμ=0.031 Qrng=0.796; buffer=175,2025-08-25T04:59:11
460,51,update,0.034196481108665466,0.2896520048379898,0.32048341631889343,0.3566664457321167,False,35,Qμ=-0.036 Rμ=0.018 Qrng=0.510; buffer=175,2025-08-25T04:59:19
461,56,update,0.031319960951805115,0.1267041154205799,0.36827322840690613,0.295629420876503,False,35,Qμ=-0.034 Rμ=0.009 Qrng=0.339; buffer=175,2025-08-25T04:59:26
462,61,update,0.0176595039665699,0.7203535735607147,0.5141633152961731,0.4561980366706848,False,35,Qμ=-0.022 Rμ=0.018 Qrng=1.438; buffer=175,2025-08-25T04:59:33
463,66,update,0.043988972902297974,0.033786946907639503,0.49490612745285034,0.4682539403438568,False,35,Qμ=-0.043 Rμ=0.001 Qrng=0.295; buffer=175,2025-08-25T04:59:41
464,71,update,0.024280374869704247,0.36411818861961365,0.6045783162117004,0.4976471245288849,False,35,Qμ=-0.022 Rμ=0.021 Qrng=0.171; buffer=175,2025-08-25T04:59:48
465,76,update,0.016825765371322632,0.15307767689228058,0.434998482465744,0.4927712380886078,False,35,Qμ=-0.020 Rμ=0.013 Qrng=0.256; buffer=175,2025-08-25T04:59:55
466,81,update,0.022772451862692833,0.16055253893136978,0.4382694661617279,0.4980704128742218,False,35,Qμ=-0.024 Rμ=0.020 Qrng=0.638; buffer=175,2025-08-25T05:00:03
467,86,update,0.030844658613204956,0.014539243187755346,0.35929977893829346,0.414740127325058,False,35,Qμ=-0.040 Rμ=0.022 Qrng=0.752; buffer=175,2025-08-25T05:00:10
468,91,update,0.014390796422958374,0.4420909583568573,0.28862953186035156,0.32647436261177065,False,35,Qμ=-0.025 Rμ=0.001 Qrng=0.447; buffer=175,2025-08-25T05:00:17
469,96,update,0.0027896862011402845,0.17298033088445663,0.2982521057128906,0.2706533223390579,False,35,Qμ=-0.005 Rμ=-0.011 Qrng=0.520; buffer=175,2025-08-25T05:00:25
470,101,update,0.01400585938245058,0.15756292641162872,0.4463684558868408,0.3568250298500061,False,35,Qμ=-0.013 Rμ=0.017 Qrng=0.491; buffer=175,2025-08-25T05:00:32
471,106,update,0.014410021714866161,0.05980406515300274,0.40542879700660706,0.44332385063171387,False,35,Qμ=-0.015 Rμ=-0.003 Qrng=0.761; buffer=175,2025-08-25T05:00:39
472,111,update,0.007159247994422913,0.16769111901521683,0.44700342416763306,0.45205233097076414,False,35,Qμ=-0.006 Rμ=0.013 Qrng=0.760; buffer=175,2025-08-25T05:00:47
473,116,update,0.016072571277618408,0.061791134998202324,0.3766864538192749,0.45511136651039125,False,35,Qμ=-0.020 Rμ=0.025 Qrng=0.258; buffer=175,2025-08-25T05:00:54
474,121,update,0.0021758724469691515,0.0027488721534609795,0.2654760181903839,0.3652027487754822,False,35,Qμ=-0.004 Rμ=0.004 Qrng=0.418; buffer=175,2025-08-25T05:01:01
475,27,update,2.6827057808986865e-05,0.2987292557954788,-0.21504724025726318,0.19901976734399796,False,35,Qμ=0.000 Rμ=0.007 Qrng=0.587; buffer=175,2025-08-25T05:11:08
476,32,update,0.03824049234390259,0.3414735943078995,0.5580913424491882,0.3447203800082207,False,35,Qμ=-0.035 Rμ=0.046 Qrng=0.291; buffer=175,2025-08-25T05:11:15
477,37,update,0.02030574344098568,0.11006684601306915,0.5862165689468384,0.5659145593643189,False,35,Qμ=-0.023 Rμ=0.033 Qrng=0.598; buffer=175,2025-08-25T05:11:23
478,42,update,0.012207443825900555,0.06572039797902107,0.5502033829689026,0.597859001159668,False,35,Qμ=-0.017 Rμ=0.033 Qrng=0.830; buffer=175,2025-08-25T05:11:30
479,47,update,-0.0019028385868296027,0.22876528650522232,0.47469452023506165,0.5243551433086395,False,35,Qμ=-0.003 Rμ=0.003 Qrng=1.014; buffer=175,2025-08-25T05:11:37
480,52,update,-0.004611251410096884,0.09597723931074142,0.4061625599861145,0.46465532183647157,False,35,Qμ=0.003 Rμ=-0.011 Qrng=0.720; buffer=175,2025-08-25T05:11:45
481,57,update,-0.019521266222000122,0.02159808576107025,0.496099591255188,0.4941520392894745,False,35,Qμ=0.013 Rμ=0.019 Qrng=0.630; buffer=175,2025-08-25T05:11:52
482,62,update,-0.019414449110627174,0.038593513891100883,0.5096274614334106,0.5423909485340118,False,35,Qμ=0.017 Rμ=0.023 Qrng=0.183; buffer=175,2025-08-25T05:11:59
483,67,update,-0.023463627323508263,0.036548927426338196,0.6551325917243958,0.6045323252677918,False,35,Qμ=0.021 Rμ=0.024 Qrng=0.871; buffer=175,2025-08-25T05:12:07
484,72,update,-0.02917405776679516,0.0827510766685009,0.5625027418136597,0.5603517413139343,False,35,Qμ=0.025 Rμ=0.028 Qrng=0.550; buffer=175,2025-08-25T05:12:14
485,77,update,-0.016767600551247597,0.005745910573750734,0.603662371635437,0.5360116541385651,False,35,Qμ=0.016 Rμ=0.026 Qrng=0.685; buffer=175,2025-08-25T05:12:21
486,82,update,-0.02383016049861908,0.112633366137743,0.38426923751831055,0.4488026678562164,False,35,Qμ=0.023 Rμ=0.019 Qrng=0.592; buffer=175,2025-08-25T05:12:29
487,87,update,-0.02891586720943451,0.8125493228435516,0.26872944831848145,0.34337666630744934,False,35,Qμ=0.025 Rμ=0.027 Qrng=1.694; buffer=175,2025-08-25T05:12:36
488,92,update,-0.03869587182998657,0.08547639474272728,0.7284941673278809,0.4222063422203064,False,35,Qμ=0.030 Rμ=0.010 Qrng=1.027; buffer=175,2025-08-25T05:12:43
489,97,update,-0.02418491244316101,0.14546490833163261,0.754149854183197,0.6771848797798157,False,35,Qμ=0.026 Rμ=0.021 Qrng=0.930; buffer=175,2025-08-25T05:12:51
490,102,update,-0.018274327740073204,0.07126758433878422,0.38036489486694336,0.08356070518493652,False,35,Qμ=0.017 Rμ=0.038 Qrng=0.840; buffer=175,2025-08-25T05:12:58
491,107,update,-0.007901365868747234,0.03549157176166773,0.6657395958900452,0.495241767168045,False,35,Qμ=0.014 Rμ=0.015 Qrng=0.233; buffer=175,2025-08-25T05:13:05
492,109,update,0.0015788078308105469,1.694539487361908,-4.0104660987854,-0.4661576271057129,True,3,Qμ=0.021 Rμ=-0.980 Qrng=0.918; buffer=38,2025-08-25T05:13:10
493,115,update,0.024785935878753662,0.06820940226316452,0.32025715708732605,-0.13680038414895535,False,35,Qμ=-0.000 Rμ=0.010 Qrng=0.619; buffer=175,2025-08-25T05:13:20
494,120,update,0.029287269338965416,0.08021923154592514,0.31308215856552124,-0.1900799736380577,False,35,Qμ=-0.010 Rμ=-0.005 Qrng=0.995; buffer=175,2025-08-25T05:13:27
495,24,update,0.051777493208646774,0.03652723878622055,-11.30900764465332,-11.30900764465332,True,30,Qμ=-0.037 Rμ=-0.041 Qrng=0.352; buffer=30,2025-08-25T05:51:52
496,30,update,0.0675319954752922,0.04812167212367058,0.4370940029621124,0.43525646179914473,False,35,Qμ=-0.057 Rμ=0.029 Qrng=0.318; buffer=175,2025-08-25T05:52:02
497,35,update,0.059922900050878525,0.3855358213186264,1.0473908185958862,0.8175699234008789,False,35,Qμ=-0.050 Rμ=0.001 Qrng=1.409; buffer=175,2025-08-25T05:52:10
498,40,update,0.09168677777051926,0.26173441112041473,1.0183157920837402,1.0616466045379638,False,35,Qμ=-0.091 Rμ=0.027 Qrng=1.811; buffer=175,2025-08-25T05:52:17
499,45,update,0.061520472168922424,0.03800211474299431,0.7581422328948975,0.7398084044456482,False,35,Qμ=-0.065 Rμ=0.036 Qrng=0.058; buffer=175,2025-08-25T05:52:21
500,49,update,0.07499374449253082,0.10602884367108345,-9.14577579498291,-1.177921962738037,True,21,Qμ=-0.083 Rμ=0.027 Qrng=0.698; buffer=126,2025-08-25T05:52:22
501,55,update,0.06403186917304993,0.10749801993370056,0.697651207447052,0.544972276687622,False,35,Qμ=-0.070 Rμ=0.021 Qrng=0.912; buffer=175,2025-08-25T05:52:24
502,60,update,0.05505593493580818,0.05078057199716568,-1.5344620943069458,0.3525255799293518,False,35,Qμ=-0.060 Rμ=0.014 Qrng=0.659; buffer=175,2025-08-25T05:52:25
503,65,update,0.046483904123306274,0.11631984636187553,-0.6210242509841919,-0.8751946568489075,False,35,Qμ=-0.052 Rμ=-0.023 Qrng=0.264; buffer=175,2025-08-25T05:52:25
504,70,update,0.047988444566726685,0.3470194637775421,-0.8182858824729919,-0.9686712145805358,False,35,Qμ=-0.055 Rμ=-0.014 Qrng=0.486; buffer=175,2025-08-25T05:52:26
505,75,update,0.05121706798672676,0.0051170955412089825,-1.54551100730896,-1.6155669689178467,False,35,Qμ=-0.051 Rμ=-0.085 Qrng=0.291; buffer=175,2025-08-25T05:52:27
506,77,update,0.0582522451877594,0.03445379436016083,-17.811080932617188,-5.02058641910553,True,32,Qμ=-0.062 Rμ=-0.104 Qrng=0.586; buffer=67,2025-08-25T05:52:28
507,83,update,0.039290476590394974,0.2588604912161827,0.26428475975990295,0.5310035228729248,False,35,Qμ=-0.042 Rμ=0.030 Qrng=0.367; buffer=175,2025-08-25T05:52:29
508,88,update,0.05408410355448723,0.0151778319850564,0.7628377676010132,0.5711498022079468,False,35,Qμ=-0.054 Rμ=0.023 Qrng=0.339; buffer=175,2025-08-25T05:52:30
509,93,update,0.042947012931108475,0.0033332292223349214,0.6979594230651855,0.7319063901901245,False,35,Qμ=-0.047 Rμ=0.008 Qrng=0.211; buffer=175,2025-08-25T05:52:31
510,98,update,0.026290008798241615,0.017960614059120417,0.8176559209823608,0.8165384769439697,False,35,Qμ=-0.024 Rμ=0.023 Qrng=0.357; buffer=175,2025-08-25T05:52:32
511,103,update,0.016000891104340553,0.01803599949926138,0.761394739151001,0.8173261046409607,False,35,Qμ=-0.017 Rμ=0.044 Qrng=0.172; buffer=175,2025-08-25T05:52:33
512,108,update,0.016753003001213074,0.027511700056493282,0.7905849814414978,0.8817071199417115,False,35,Qμ=-0.022 Rμ=0.049 Qrng=0.717; buffer=175,2025-08-25T05:52:34
513,113,update,0.026907101273536682,0.029951059259474277,1.0463478565216064,1.0105007886886597,False,35,Qμ=-0.033 Rμ=0.036 Qrng=0.716; buffer=175,2025-08-25T05:52:35
514,118,update,-0.006120110396295786,0.038949236273765564,0.908237874507904,0.9422299146652222,False,35,Qμ=0.003 Rμ=0.032 Qrng=0.784; buffer=175,2025-08-25T05:52:36
515,123,update,-0.009546741843223572,0.005532829207368195,1.0268319845199585,0.9811090350151062,False,35,Qμ=0.006 Rμ=0.033 Qrng=0.319; buffer=175,2025-08-25T05:52:37
516,25,update,0.02128215692937374,3.6356624364852905,-12.479942321777344,-12.479942321777344,True,33,Qμ=-0.007 Rμ=-1.023 Qrng=0.855; buffer=33,2025-08-25T05:53:21
517,26,update,0.06604985147714615,2.3898357152938843,-9.246917724609375,-10.86343002319336,True,25,Qμ=-0.024 Rμ=-1.029 Qrng=2.185; buffer=25,2025-08-25T05:53:25
518,32,update,0.10466250777244568,0.04906422272324562,0.7297961711883545,0.6857990264892578,False,35,Qμ=-0.079 Rμ=0.039 Qrng=0.395; buffer=175,2025-08-25T05:53:35
519,34,update,0.12695594131946564,0.02782401815056801,-9.755852699279785,-1.3606366634368896,True,23,Qμ=-0.098 Rμ=-0.019 Qrng=0.857; buffer=58,2025-08-25T05:53:40
520,40,update,0.16160809993743896,0.05438052676618099,0.4420345425605774,0.49470348954200744,False,35,Qμ=-0.144 Rμ=0.036 Qrng=0.551; buffer=175,2025-08-25T05:53:46
521,45,update,0.17640556395053864,0.07401182875037193,0.6126241683959961,0.7055046379566192,False,35,Qμ=-0.166 Rμ=-0.016 Qrng=1.382; buffer=175,2025-08-25T05:53:47
522,50,update,0.16435272991657257,0.10272983834147453,-0.17762547731399536,0.7165709018707276,False,35,Qμ=-0.164 Rμ=-0.006 Qrng=1.162; buffer=175,2025-08-25T05:53:48
523,55,update,0.15998923778533936,0.08629648759961128,-0.30308955907821655,-0.5072982519865036,False,35,Qμ=-0.163 Rμ=0.011 Qrng=0.396; buffer=175,2025-08-25T05:53:49
524,60,update,0.1602906733751297,1.0058280527591705,0.37062710523605347,0.17301494851708413,False,35,Qμ=-0.162 Rμ=0.008 Qrng=1.957; buffer=175,2025-08-25T05:53:49
525,65,update,0.15456312894821167,0.03621314838528633,0.7131736874580383,0.573886388540268,False,35,Qμ=-0.164 Rμ=0.027 Qrng=1.003; buffer=175,2025-08-25T05:53:50
526,70,update,0.16311345994472504,0.267414890229702,0.9784014821052551,0.9159733891487122,False,35,Qμ=-0.179 Rμ=0.037 Qrng=0.469; buffer=175,2025-08-25T05:53:51
527,75,update,0.13938523828983307,0.10291825234889984,0.7693861126899719,0.14844956398010253,False,35,Qμ=-0.152 Rμ=-0.022 Qrng=1.103; buffer=175,2025-08-25T05:53:52
528,80,update,0.12245887517929077,0.19513794034719467,0.7657773494720459,0.7977207183837891,False,35,Qμ=-0.139 Rμ=0.019 Qrng=0.865; buffer=175,2025-08-25T05:53:53
