global_step,episode,type,actor_loss,critic_loss,reward,avg_recent_reward,fell,seq_len,note,time
1,4,update,-0.27391546964645386,0.04384888615459204,-0.7762919068336487,-0.4202432930469513,False,35,Qμ=0.277 Rμ=-0.023 Qrng=0.764; buffer=175,2025-08-23T23:48:15
2,9,update,0.0035478670615702868,0.03742598241660744,-0.8872009515762329,-1.161847138404846,False,35,Qμ=-0.010 Rμ=-0.009 Qrng=1.103; buffer=175,2025-08-23T23:48:20
3,14,update,0.0293032918125391,0.007066808262607083,-1.3840675354003906,-1.0576809287071227,False,35,Qμ=-0.032 Rμ=-0.025 Qrng=1.140; buffer=175,2025-08-23T23:48:21
4,19,update,0.016449561342597008,0.03380174562335014,-1.8173601627349854,-1.3257824420928954,False,35,Qμ=-0.028 Rμ=-0.005 Qrng=0.552; buffer=175,2025-08-23T23:48:22
2,9,update,-0.2597470283508301,0.04103971365839243,-0.9365015029907227,-1.260981011390686,False,35,Qμ=0.264 Rμ=-0.013 Qrng=1.314; buffer=175,2025-08-23T23:48:22
5,24,update,-0.00014472007751464844,0.039407093077898026,-1.8412325382232666,-1.5374917268753052,False,35,Qμ=0.002 Rμ=-0.070 Qrng=1.298; buffer=175,2025-08-23T23:48:24
6,29,update,0.018419479951262474,0.008619929634733126,-1.7723398208618164,-1.4396151065826417,False,35,Qμ=-0.012 Rμ=-0.029 Qrng=0.684; buffer=175,2025-08-23T23:48:25
7,34,update,0.029726648703217506,0.1375093124806881,-1.0576080083847046,-1.3416067361831665,False,35,Qμ=-0.010 Rμ=-0.041 Qrng=0.826; buffer=175,2025-08-23T23:48:26
8,39,update,0.018495917320251465,0.057643793523311615,-1.096323847770691,-1.0634220719337464,False,35,Qμ=-0.013 Rμ=-0.061 Qrng=0.658; buffer=175,2025-08-23T23:48:27
9,44,update,0.00828204583376646,0.39585235714912415,-1.4090782403945923,-1.2237815141677857,False,35,Qμ=-0.017 Rμ=-0.036 Qrng=0.588; buffer=175,2025-08-23T23:48:28
10,49,update,0.049823444336652756,0.1483367271721363,-1.3574693202972412,-1.2533366680145264,False,35,Qμ=-0.050 Rμ=-0.045 Qrng=1.401; buffer=175,2025-08-23T23:48:29
3,14,update,-0.219760000705719,0.005404290976002812,-1.2481330633163452,-0.8750540494918824,False,35,Qμ=0.258 Rμ=-0.074 Qrng=0.959; buffer=175,2025-08-23T23:48:30
11,54,update,0.049962595105171204,0.07264998368918896,-2.138025999069214,-1.3771683812141418,False,35,Qμ=-0.046 Rμ=-0.009 Qrng=0.752; buffer=175,2025-08-23T23:48:30
12,59,update,0.02842818759381771,0.0071180303348228335,-1.6240953207015991,-1.711286759376526,False,35,Qμ=-0.032 Rμ=-0.033 Qrng=0.810; buffer=175,2025-08-23T23:48:32
13,64,update,0.04367740824818611,0.0829040240496397,-2.8344407081604004,-1.9561183214187623,False,35,Qμ=-0.036 Rμ=-0.042 Qrng=0.970; buffer=175,2025-08-23T23:48:33
14,68,update,0.07227788120508194,0.01167937507852912,-16.840713500976562,-5.326800107955933,True,31,Qμ=-0.060 Rμ=-0.141 Qrng=0.697; buffer=136,2025-08-23T23:48:34
15,74,update,0.061698317527770996,0.049607813358306885,-3.532697916030884,-0.8344085812568665,False,35,Qμ=-0.063 Rμ=-0.036 Qrng=1.916; buffer=175,2025-08-23T23:48:35
16,75,update,0.061102449893951416,0.01434028334915638,-7.797178268432617,-2.5188508152961733,True,18,Qμ=-0.053 Rμ=-0.057 Qrng=0.776; buffer=18,2025-08-23T23:48:36
17,79,update,0.058421213179826736,0.002551323617808521,-3.0,-3.1714430332183836,True,1,Qμ=-0.056 Rμ=-0.053 Qrng=1.413; buffer=71,2025-08-23T23:48:37
4,19,update,-0.24243080615997314,0.01880571898072958,-0.7337586879730225,-0.9474962592124939,False,35,Qμ=0.264 Rμ=-0.049 Qrng=1.338; buffer=175,2025-08-23T23:48:37
18,82,update,0.08705881237983704,0.9784291684627533,-3.3471593856811523,-2.108672618865967,True,4,Qμ=-0.073 Rμ=-0.925 Qrng=1.884; buffer=39,2025-08-23T23:48:37
19,88,update,0.08047556132078171,0.03965682256966829,-2.398383617401123,-1.498067855834961,False,35,Qμ=-0.074 Rμ=-0.032 Qrng=1.209; buffer=175,2025-08-23T23:48:39
20,93,update,0.09091988205909729,0.31094207614660263,-2.8936660289764404,-2.936022090911865,False,35,Qμ=-0.080 Rμ=-0.069 Qrng=0.591; buffer=175,2025-08-23T23:48:40
21,98,update,0.125488743185997,0.35941147804260254,-3.279271364212036,-3.2713887691497803,False,35,Qμ=-0.121 Rμ=-0.122 Qrng=0.354; buffer=175,2025-08-23T23:48:41
5,24,update,-0.23611164093017578,0.05116735678166151,-0.4808593690395355,-0.493150894343853,False,35,Qμ=0.247 Rμ=0.028 Qrng=0.211; buffer=175,2025-08-23T23:48:45
6,29,update,-0.2447482794523239,0.012133576965425164,-1.7274658679962158,-0.9440709054470062,False,35,Qμ=0.249 Rμ=-0.021 Qrng=0.558; buffer=175,2025-08-23T23:48:52
7,34,update,-0.2382362335920334,0.0491482587531209,-2.342848062515259,-2.205884838104248,False,35,Qμ=0.243 Rμ=-0.049 Qrng=0.046; buffer=175,2025-08-23T23:49:00
8,39,update,-0.21297277510166168,0.12559177353978157,-3.3121440410614014,-2.8902210712432863,False,35,Qμ=0.211 Rμ=-0.068 Qrng=0.307; buffer=175,2025-08-23T23:49:07
9,44,update,-0.22621391713619232,0.1520928367972374,-3.73199725151062,-3.7193586349487306,False,35,Qμ=0.218 Rμ=-0.093 Qrng=1.054; buffer=175,2025-08-23T23:49:15
10,49,update,-0.21524925529956818,0.17594926804304123,-3.525804281234741,-3.561264753341675,False,35,Qμ=0.228 Rμ=-0.103 Qrng=0.851; buffer=175,2025-08-23T23:49:22
11,54,update,-0.20556987822055817,0.10526125319302082,-3.5937254428863525,-3.6155034065246583,False,35,Qμ=0.224 Rμ=-0.099 Qrng=0.718; buffer=175,2025-08-23T23:49:29
12,59,update,-0.2102307826280594,0.032024472020566463,-3.522920846939087,-3.6127638816833496,False,35,Qμ=0.219 Rμ=-0.090 Qrng=0.617; buffer=175,2025-08-23T23:49:37
13,64,update,-0.1858997344970703,0.014919767156243324,-3.6126720905303955,-3.4853801250457765,False,35,Qμ=0.191 Rμ=-0.106 Qrng=0.461; buffer=175,2025-08-23T23:49:44
14,69,update,-0.17307685315608978,0.10685605928301811,-3.42209529876709,-3.4328053474426268,False,35,Qμ=0.182 Rμ=-0.102 Qrng=0.088; buffer=175,2025-08-23T23:49:51
15,74,update,-0.16120298206806183,0.0894719809293747,-3.511353015899658,-3.458814764022827,False,35,Qμ=0.147 Rμ=-0.106 Qrng=0.106; buffer=175,2025-08-23T23:49:59
16,79,update,-0.14393620193004608,0.00797126442193985,-3.6564836502075195,-3.5207690715789797,False,35,Qμ=0.155 Rμ=-0.111 Qrng=0.749; buffer=175,2025-08-23T23:50:06
17,84,update,-0.14076010882854462,0.0642909798771143,-3.4510488510131836,-3.3509687900543215,False,35,Qμ=0.151 Rμ=-0.079 Qrng=0.387; buffer=175,2025-08-23T23:50:13
18,89,update,-0.1586044877767563,0.20693699270486832,-3.498114585876465,-3.445688581466675,False,35,Qμ=0.153 Rμ=-0.146 Qrng=0.749; buffer=175,2025-08-23T23:50:21
22,5,update,0.25823652744293213,0.04142061294987798,-0.7762919068336487,-0.4202432930469513,False,35,Qμ=-0.289 Rμ=0.018 Qrng=0.957; buffer=175,2025-08-23T23:50:57
23,10,update,0.2742970287799835,0.11739355511963367,-0.7235828638076782,-1.1197052478790284,False,35,Qμ=-0.293 Rμ=-0.032 Qrng=0.300; buffer=175,2025-08-23T23:51:04
24,15,update,0.2587875723838806,0.0066613496746867895,-0.1744145005941391,-0.327205228805542,False,35,Qμ=-0.265 Rμ=0.000 Qrng=0.344; buffer=175,2025-08-23T23:51:11
25,20,update,0.2703515887260437,0.004208840109640732,-0.883558988571167,-0.3651869460940361,False,35,Qμ=-0.278 Rμ=0.017 Qrng=0.635; buffer=175,2025-08-23T23:51:19
22,5,update,0.14109613001346588,0.44838348031044006,0.026369016617536545,-0.18981153145432472,False,35,Qμ=-0.136 Rμ=-0.039 Qrng=1.670; buffer=175,2025-08-23T23:55:13
23,10,update,0.12960700690746307,0.18505766987800598,0.009150778874754906,0.04381114654242992,False,35,Qμ=-0.132 Rμ=0.008 Qrng=0.538; buffer=175,2025-08-23T23:55:21
24,15,update,0.13608936965465546,0.23303112387657166,-0.4340112507343292,-0.13511608690023422,False,35,Qμ=-0.135 Rμ=0.026 Qrng=1.497; buffer=175,2025-08-23T23:55:28
25,20,update,0.11432957649230957,0.06301961839199066,-1.4997601509094238,-0.8543115258216858,False,35,Qμ=-0.113 Rμ=-0.048 Qrng=1.012; buffer=175,2025-08-23T23:55:35
26,25,update,0.11825457960367203,0.08494718745350838,-2.6128625869750977,-2.1547397136688233,False,35,Qμ=-0.128 Rμ=-0.046 Qrng=1.267; buffer=175,2025-08-23T23:55:42
27,30,update,0.10591578483581543,0.1941702701151371,-2.7409424781799316,-2.7233208656311034,False,35,Qμ=-0.119 Rμ=-0.063 Qrng=1.349; buffer=175,2025-08-23T23:55:49
28,35,update,0.10275918245315552,0.07177297212183475,-2.834510326385498,-2.9591143131256104,False,35,Qμ=-0.103 Rμ=-0.078 Qrng=1.591; buffer=175,2025-08-23T23:55:51
29,40,update,0.09377501159906387,0.009102662559598684,-12.706521034240723,-4.2016676902771,True,33,Qμ=-0.096 Rμ=-0.064 Qrng=1.145; buffer=173,2025-08-23T23:55:52
30,43,update,0.12086424976587296,0.007197483908385038,-10.590700149536133,-5.573029553890228,True,18,Qμ=-0.129 Rμ=-0.034 Qrng=0.933; buffer=88,2025-08-23T23:55:53
31,49,update,0.1042536124587059,0.030629592016339302,-0.8857210278511047,-0.047486279904842374,False,35,Qμ=-0.109 Rμ=-0.038 Qrng=0.379; buffer=175,2025-08-23T23:55:55
32,54,update,0.07295138388872147,0.09444242343306541,-1.6673624515533447,-1.1909082412719727,False,35,Qμ=-0.080 Rμ=-0.051 Qrng=0.703; buffer=175,2025-08-23T23:55:56
33,59,update,0.09318477660417557,0.014938453445211053,-2.311649799346924,-1.9809245109558105,False,35,Qμ=-0.104 Rμ=-0.028 Qrng=0.176; buffer=175,2025-08-23T23:55:57
34,64,update,0.07472097128629684,0.10337729379534721,-11.076664924621582,-3.686928367614746,True,29,Qμ=-0.080 Rμ=-0.041 Qrng=0.422; buffer=169,2025-08-23T23:55:59
35,69,update,0.07724439352750778,0.26420412957668304,-3.047426462173462,-2.316609001159668,False,35,Qμ=-0.077 Rμ=-0.097 Qrng=1.301; buffer=175,2025-08-23T23:56:00
36,74,update,0.05793376639485359,0.2865976467728615,-12.577295303344727,-4.648062133789063,True,19,Qμ=-0.060 Rμ=-0.067 Qrng=1.191; buffer=159,2025-08-23T23:56:01
37,80,update,0.048687536269426346,0.06568432785570621,-0.4126892685890198,-0.11876544058322906,False,35,Qμ=-0.060 Rμ=0.018 Qrng=0.309; buffer=175,2025-08-23T23:56:03
38,85,update,0.046867549419403076,0.010698533849790692,-2.0466668605804443,-1.499579095840454,False,35,Qμ=-0.051 Rμ=-0.060 Qrng=1.780; buffer=175,2025-08-23T23:56:04
39,90,update,0.04793223366141319,0.19248246401548386,-2.2613189220428467,-1.9971996307373048,False,35,Qμ=-0.052 Rμ=-0.064 Qrng=0.321; buffer=175,2025-08-23T23:56:05
40,95,update,0.0382055789232254,0.049996742978692055,-1.4899914264678955,-1.668234610557556,False,35,Qμ=-0.045 Rμ=-0.034 Qrng=0.561; buffer=175,2025-08-23T23:56:07
41,100,update,0.049427926540374756,0.10375611111521721,-2.3482625484466553,-2.053626203536987,False,35,Qμ=-0.056 Rμ=-0.030 Qrng=0.828; buffer=175,2025-08-23T23:56:08
42,4,update,0.04564501717686653,0.10404377803206444,-8.507423400878906,-3.5659511735041938,True,14,Qμ=-0.040 Rμ=-0.088 Qrng=0.957; buffer=84,2025-08-24T00:01:32
43,10,update,0.02611350454390049,0.2365211620926857,-1.5666754245758057,-1.1484395503997802,False,35,Qμ=-0.019 Rμ=-0.031 Qrng=0.142; buffer=175,2025-08-24T00:01:42
44,15,update,0.026070833206176758,0.02400299720466137,0.14385929703712463,-0.7771716833114624,False,35,Qμ=-0.034 Rμ=0.017 Qrng=1.560; buffer=175,2025-08-24T00:01:49
45,20,update,0.034132201224565506,0.05750180780887604,-0.0009872280061244965,0.35374303832650184,False,35,Qμ=-0.043 Rμ=0.018 Qrng=1.647; buffer=175,2025-08-24T00:01:56
46,25,update,0.028097132220864296,0.21853669732809067,-0.21040627360343933,-0.08249802440404892,False,35,Qμ=-0.038 Rμ=-0.026 Qrng=1.791; buffer=175,2025-08-24T00:02:03
47,30,update,0.03634905815124512,0.2731218561530113,-0.13204020261764526,-0.4421065092086792,False,35,Qμ=-0.048 Rμ=-0.012 Qrng=1.349; buffer=175,2025-08-24T00:02:10
48,35,update,0.024353474378585815,0.3000730574131012,-0.7322699427604675,-0.35731548964977267,False,35,Qμ=-0.022 Rμ=-0.003 Qrng=0.638; buffer=175,2025-08-24T00:02:18
49,40,update,0.005453606601804495,0.10400448739528656,0.10175313800573349,-0.10830985456705093,False,35,Qμ=-0.006 Rμ=-0.016 Qrng=0.664; buffer=175,2025-08-24T00:02:25
50,44,update,-0.010110248811542988,0.06113303825259209,-11.490081787109375,-2.225360931456089,True,30,Qμ=0.003 Rμ=0.075 Qrng=1.446; buffer=135,2025-08-24T00:02:33
51,50,update,-0.02058209851384163,0.02277976181358099,-0.7730081081390381,-0.4823495626449585,False,35,Qμ=0.022 Rμ=-0.038 Qrng=1.036; buffer=175,2025-08-24T00:02:43
52,55,update,-0.0009752611513249576,0.2637074366211891,-0.8771150708198547,-0.38530272245407104,False,35,Qμ=-0.005 Rμ=-0.003 Qrng=1.006; buffer=175,2025-08-24T00:02:50
53,60,update,0.018432339653372765,0.06702116318047047,-1.3773283958435059,-1.5263228178024293,False,35,Qμ=-0.015 Rμ=-0.121 Qrng=0.618; buffer=175,2025-08-24T00:02:54
54,63,update,-0.008637110702693462,0.08333064615726471,-11.92559814453125,-3.4468669652938844,True,31,Qμ=0.012 Rμ=0.005 Qrng=0.716; buffer=101,2025-08-24T00:02:55
55,66,update,-0.011173267848789692,0.20156211405992508,-15.319665908813477,-6.330533456802368,True,26,Qμ=0.014 Rμ=-0.010 Qrng=0.900; buffer=96,2025-08-24T00:02:56
56,72,update,0.017315933480858803,0.009630395798012614,-0.45625829696655273,-0.312902969121933,False,35,Qμ=-0.011 Rμ=-0.003 Qrng=0.554; buffer=175,2025-08-24T00:02:58
57,77,update,0.017837723717093468,0.08120864257216454,-0.17636968195438385,-0.1375804550945759,False,35,Qμ=-0.013 Rμ=0.005 Qrng=1.551; buffer=175,2025-08-24T00:02:59
58,82,update,0.011707146652042866,0.011188396601937711,0.9189848303794861,0.11672827452421189,False,35,Qμ=-0.007 Rμ=-0.002 Qrng=0.339; buffer=175,2025-08-24T00:03:00
59,87,update,0.03034169413149357,0.03298518527299166,0.052953436970710754,0.3861756891012192,False,35,Qμ=-0.032 Rμ=0.022 Qrng=1.122; buffer=175,2025-08-24T00:03:01
60,92,update,0.016819510608911514,0.1884480118751526,-0.35723787546157837,-0.26975117027759554,False,35,Qμ=-0.009 Rμ=-0.007 Qrng=0.508; buffer=175,2025-08-24T00:03:02
61,97,update,0.005446508526802063,0.5404929667711258,-0.6081185340881348,-0.5406366229057312,False,35,Qμ=-0.003 Rμ=0.005 Qrng=1.407; buffer=175,2025-08-24T00:03:04
62,7,update,0.011064221151173115,0.0950675755739212,0.03993338346481323,-0.0368311956524849,False,35,Qμ=-0.010 Rμ=-0.052 Qrng=1.031; buffer=175,2025-08-24T00:18:49
63,12,update,-0.007421005517244339,0.15800975635647774,0.22201135754585266,-0.2652278408408165,False,35,Qμ=0.002 Rμ=0.058 Qrng=1.040; buffer=175,2025-08-24T00:18:51
64,17,update,-0.00211672973819077,0.05151529237627983,-1.4538630247116089,-0.79434152841568,False,35,Qμ=0.006 Rμ=-0.015 Qrng=1.326; buffer=175,2025-08-24T00:18:52
65,22,update,-0.016412341967225075,0.03307065088301897,-3.5753560066223145,-1.971350657939911,True,5,Qμ=0.020 Rμ=-0.056 Qrng=0.575; buffer=145,2025-08-24T00:18:53
66,28,update,-0.003478745697066188,0.06297227554023266,0.07726113498210907,0.3737033694982529,False,35,Qμ=0.003 Rμ=-0.054 Qrng=1.089; buffer=175,2025-08-24T00:18:55
67,33,update,0.0051434580236673355,0.3830305486917496,-0.6675580739974976,-0.4631740689277649,False,35,Qμ=-0.006 Rμ=-0.019 Qrng=1.132; buffer=175,2025-08-24T00:18:56
68,38,update,0.005554536823183298,0.07752198912203312,-0.7514281272888184,-0.2921320922672749,False,35,Qμ=-0.005 Rμ=0.013 Qrng=1.584; buffer=175,2025-08-24T00:18:57
69,43,update,0.022331029176712036,0.09369345754384995,-1.9235262870788574,-1.5294295787811278,False,35,Qμ=-0.022 Rμ=-0.032 Qrng=0.323; buffer=175,2025-08-24T00:18:58
70,47,update,0.025591611862182617,0.03998273704200983,-13.043686866760254,-4.096237516403198,True,34,Qμ=-0.020 Rμ=-0.032 Qrng=0.984; buffer=139,2025-08-24T00:19:00
71,51,update,0.019232621416449547,0.042806293815374374,-4.422591686248779,-4.015904453396797,True,7,Qμ=-0.019 Rμ=0.031 Qrng=0.310; buffer=77,2025-08-24T00:19:01
72,57,update,0.0183816347271204,0.06998701952397823,0.0916864424943924,0.3789126306772232,False,35,Qμ=-0.019 Rμ=0.029 Qrng=0.643; buffer=175,2025-08-24T00:19:03
73,62,update,0.02548825740814209,0.08053619973361492,0.0060258470475673676,0.059756993502378467,False,35,Qμ=-0.021 Rμ=-0.008 Qrng=1.087; buffer=175,2025-08-24T00:19:04
74,67,update,0.02103315107524395,0.10063237696886063,-1.398248553276062,-0.7918265163898468,False,35,Qμ=-0.018 Rμ=-0.015 Qrng=0.687; buffer=175,2025-08-24T00:19:06
75,72,update,0.030764728784561157,0.24941039830446243,-1.588895320892334,-1.6470943212509155,False,35,Qμ=-0.023 Rμ=-0.076 Qrng=1.514; buffer=175,2025-08-24T00:19:07
76,77,update,0.02576715685427189,0.018519063480198383,-1.1727113723754883,-1.5108474493026733,False,35,Qμ=-0.025 Rμ=-0.027 Qrng=0.650; buffer=175,2025-08-24T00:19:08
77,82,update,0.014259964227676392,0.03638801537454128,-1.275632381439209,-0.9127242147922516,False,35,Qμ=-0.014 Rμ=-0.015 Qrng=0.447; buffer=175,2025-08-24T00:19:09
78,87,update,0.02526136301457882,0.0003015994734596461,-1.5480369329452515,-1.60953950881958,False,35,Qμ=-0.022 Rμ=-0.032 Qrng=0.736; buffer=175,2025-08-24T00:19:11
79,92,update,0.025484204292297363,0.029257834888994694,-1.5070123672485352,-1.1115629255771637,False,35,Qμ=-0.024 Rμ=-0.015 Qrng=1.204; buffer=175,2025-08-24T00:19:12
80,97,update,0.03681708499789238,0.0556743498891592,-1.435627818107605,-1.5976099729537965,False,35,Qμ=-0.037 Rμ=-0.050 Qrng=1.043; buffer=175,2025-08-24T00:19:13
81,100,update,0.0601436085999012,1.2331419587135315,-5.451684474945068,-1.6004122257232667,True,14,Qμ=-0.038 Rμ=-0.994 Qrng=1.519; buffer=84,2025-08-24T00:19:14
82,8,update,0.049886997789144516,0.017363668885082006,-2.9172208309173584,-1.8359888195991516,False,35,Qμ=-0.035 Rμ=-0.040 Qrng=0.321; buffer=175,2025-08-24T00:21:28
83,13,update,0.09223993867635727,0.031229812651872635,-0.4817209541797638,-1.9897748529911041,False,35,Qμ=-0.076 Rμ=-0.056 Qrng=1.370; buffer=175,2025-08-24T00:21:30
84,18,update,0.06821281462907791,0.07005812227725983,-0.9891231060028076,-0.5230250909924508,False,35,Qμ=-0.061 Rμ=-0.020 Qrng=1.416; buffer=175,2025-08-24T00:21:31
85,23,update,0.08675616979598999,0.03833061922341585,0.4190489947795868,-1.1446635186672212,False,35,Qμ=-0.078 Rμ=-0.039 Qrng=1.211; buffer=175,2025-08-24T00:21:32
86,24,update,0.13406093418598175,0.34533655643463135,-6.871356010437012,-2.1163349568843843,True,14,Qμ=-0.107 Rμ=-1.021 Qrng=3.082; buffer=14,2025-08-24T00:21:32
87,30,update,0.12683284282684326,0.03446883428841829,-2.1337203979492188,-1.1293886482715607,False,35,Qμ=-0.103 Rμ=-0.046 Qrng=0.223; buffer=175,2025-08-24T00:21:34
88,34,update,0.13359622657299042,0.01924107549712062,-11.392633438110352,-3.758246648311615,True,31,Qμ=-0.121 Rμ=-0.116 Qrng=1.493; buffer=136,2025-08-24T00:21:35
89,39,update,0.1573023796081543,0.07974403724074364,-12.139156341552734,-2.8812997460365297,True,32,Qμ=-0.150 Rμ=-0.053 Qrng=2.154; buffer=137,2025-08-24T00:21:37
90,45,update,0.15974003076553345,0.15205539017915726,-0.024238914251327515,0.38693374395370483,False,35,Qμ=-0.153 Rμ=-0.013 Qrng=0.901; buffer=175,2025-08-24T00:21:38
91,50,update,0.15150760114192963,0.031073665246367455,-0.3301985561847687,0.04260563626885414,False,35,Qμ=-0.159 Rμ=0.007 Qrng=0.665; buffer=175,2025-08-24T00:21:39
92,55,update,0.15006600320339203,0.19068684428930283,-0.6634198427200317,-0.23262857794761657,False,35,Qμ=-0.161 Rμ=0.027 Qrng=1.985; buffer=175,2025-08-24T00:21:40
93,60,update,0.126010462641716,0.19825704395771027,-0.26148566603660583,-0.3876629412174225,False,35,Qμ=-0.138 Rμ=0.009 Qrng=1.516; buffer=175,2025-08-24T00:21:41
94,65,update,0.11811434477567673,0.07700543850660324,-1.8826698064804077,-0.937436705827713,False,35,Qμ=-0.131 Rμ=-0.021 Qrng=1.412; buffer=175,2025-08-24T00:21:43
95,70,update,0.11701156944036484,0.05758083797991276,-0.35296034812927246,-1.7983670234680176,False,35,Qμ=-0.132 Rμ=-0.082 Qrng=1.015; buffer=175,2025-08-24T00:21:44
96,75,update,0.10881433635950089,0.20658036321401596,0.06694065034389496,0.14368026033043862,False,35,Qμ=-0.126 Rμ=0.012 Qrng=1.742; buffer=175,2025-08-24T00:21:45
97,80,update,0.0900130644440651,0.16720759123563766,-0.22479909658432007,-0.27547029554843905,False,35,Qμ=-0.108 Rμ=-0.040 Qrng=1.827; buffer=175,2025-08-24T00:21:46
98,85,update,0.09250936657190323,0.05563937500119209,0.11697424948215485,-0.5968921780586243,False,35,Qμ=-0.102 Rμ=-0.015 Qrng=1.257; buffer=175,2025-08-24T00:21:47
99,90,update,0.07930313050746918,0.16935597360134125,-1.6943923234939575,-0.43390867710113523,False,35,Qμ=-0.087 Rμ=-0.052 Qrng=0.401; buffer=175,2025-08-24T00:21:48
100,91,update,0.1306954324245453,4.430521726608276,-4.83180046081543,-1.3432831823825837,True,6,Qμ=-0.106 Rμ=-1.219 Qrng=1.898; buffer=6,2025-08-24T00:21:48
101,97,update,0.1224685087800026,0.08154016733169556,-0.08074946701526642,-0.4002190977334976,False,35,Qμ=-0.093 Rμ=-0.046 Qrng=1.079; buffer=175,2025-08-24T00:21:49
102,102,update,0.12291518598794937,0.17092256993055344,-9.997771263122559,-2.15390850007534,True,28,Qμ=-0.114 Rμ=0.011 Qrng=0.703; buffer=168,2025-08-24T00:21:51
103,9,update,0.16498461365699768,0.1755390465259552,-0.31468313932418823,0.17838143669068812,False,35,Qμ=-0.153 Rμ=0.018 Qrng=0.722; buffer=175,2025-08-24T00:22:37
104,14,update,0.15556810796260834,0.03150397911667824,-0.996766984462738,-0.26803414821624755,False,35,Qμ=-0.163 Rμ=0.023 Qrng=0.765; buffer=175,2025-08-24T00:22:39
105,19,update,0.14395874738693237,0.1763835921883583,-1.4423580169677734,-0.9306032299995423,False,35,Qμ=-0.144 Rμ=-0.065 Qrng=0.435; buffer=175,2025-08-24T00:22:40
106,24,update,0.141200989484787,0.21929552406072617,-1.1627252101898193,-0.2897158145904541,False,35,Qμ=-0.144 Rμ=-0.106 Qrng=1.003; buffer=175,2025-08-24T00:22:41
107,29,update,0.16532577574253082,0.42679445445537567,-0.666585385799408,-0.8735839188098907,False,35,Qμ=-0.162 Rμ=-0.008 Qrng=1.183; buffer=175,2025-08-24T00:22:42
108,34,update,0.1493397355079651,0.1409304477274418,0.07224582880735397,0.13591244304552674,False,35,Qμ=-0.158 Rμ=0.061 Qrng=0.293; buffer=175,2025-08-24T00:22:43
109,39,update,0.12891149520874023,0.11487659439444542,-0.33722904324531555,0.1207563266158104,False,35,Qμ=-0.148 Rμ=-0.009 Qrng=0.323; buffer=175,2025-08-24T00:22:44
110,44,update,0.12690414488315582,0.029165380634367466,0.14661040902137756,-0.5355793952941894,False,35,Qμ=-0.136 Rμ=0.014 Qrng=0.898; buffer=175,2025-08-24T00:22:45
111,48,update,0.11714049428701401,0.06368112191557884,-4.735475063323975,-0.5637780800461769,True,11,Qμ=-0.132 Rμ=0.002 Qrng=1.216; buffer=116,2025-08-24T00:22:46
112,54,update,0.12339365482330322,0.013022529892623425,0.03481019288301468,0.4238563969731331,False,35,Qμ=-0.133 Rμ=-0.040 Qrng=0.819; buffer=175,2025-08-24T00:22:47
113,59,update,0.10223402827978134,0.0453968308866024,-16.480117797851562,-3.8005095303058622,True,32,Qμ=-0.112 Rμ=-0.071 Qrng=1.485; buffer=172,2025-08-24T00:22:49
114,65,update,0.09784301370382309,0.008857300505042076,0.09622576087713242,-0.19552402347326278,False,35,Qμ=-0.109 Rμ=-0.016 Qrng=0.708; buffer=175,2025-08-24T00:22:50
115,70,update,0.09801828861236572,0.1081426776945591,-0.38978177309036255,0.3177617520093918,False,35,Qμ=-0.117 Rμ=0.032 Qrng=0.164; buffer=175,2025-08-24T00:22:51
116,73,update,0.08550112694501877,0.016510491725057364,-4.357995986938477,-0.9740616798400878,True,7,Qμ=-0.100 Rμ=0.022 Qrng=0.892; buffer=77,2025-08-24T00:22:52
117,79,update,0.0682971253991127,0.28395042568445206,-0.5898212194442749,-0.434484538435936,False,35,Qμ=-0.080 Rμ=-0.020 Qrng=0.086; buffer=175,2025-08-24T00:22:53
118,84,update,0.06803428381681442,0.0613243468105793,0.123199962079525,-0.20121770352125168,False,35,Qμ=-0.079 Rμ=-0.004 Qrng=0.958; buffer=175,2025-08-24T00:22:54
119,89,update,0.0071573988534510136,0.45746226608753204,-0.9342182278633118,-0.6583655655384064,False,35,Qμ=-0.020 Rμ=-0.020 Qrng=0.656; buffer=175,2025-08-24T00:22:55
120,94,update,0.044775888323783875,0.4838341325521469,-0.20806172490119934,-0.5197472915053367,False,35,Qμ=-0.048 Rμ=-0.010 Qrng=0.949; buffer=175,2025-08-24T00:22:56
121,99,update,0.03804771974682808,0.07964018173515797,-0.7986930012702942,-0.08083317540585995,False,35,Qμ=-0.044 Rμ=0.011 Qrng=0.191; buffer=175,2025-08-24T00:22:57
122,104,update,0.025946760550141335,0.1414828523993492,-1.8561632633209229,-1.312868309020996,False,35,Qμ=-0.032 Rμ=-0.018 Qrng=0.255; buffer=175,2025-08-24T00:22:58
123,10,update,0.03999859094619751,0.15515093505382538,0.11629993468523026,-0.22514679580926894,False,35,Qμ=-0.055 Rμ=0.028 Qrng=1.510; buffer=175,2025-08-24T22:18:53
124,15,update,0.020832737907767296,0.4728376269340515,0.5232559442520142,0.31996688395738604,False,35,Qμ=-0.034 Rμ=0.022 Qrng=1.398; buffer=175,2025-08-24T22:18:54
125,20,update,-0.004466047044843435,0.003895948058925569,-3.4435763359069824,-0.22230416238307954,True,4,Qμ=-0.004 Rμ=-0.010 Qrng=0.822; buffer=144,2025-08-24T22:18:55
